Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Mono-Faction?,Custom Trait1,Custom Trait2,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Pure Win Percentage,Games by Primary,Games by Secondary,Games Mono,Primary Wins,Primary Loss,Primary Draw,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,ITC 100,Tournament,Missions,Ruleset,Date
Linus Karlsson,Thousand Sons,1,,1,1,Cult of Change,1,1,,,,2,3,0,5,8.60,11.40,40.00%,,,5,,,,,0.40,8.60,11.40,,40.00%,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Frank Howerton,Thousand Sons,1,1,,1,Cult of Duplicity,1,1,Mono,,,3,3,0,6,69.83,66.33,50.00%,50.00%,6,,6,3,3,0,0.50,69.83,66.33,50.00%,50.00%,69.83,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Jennie Merten,Thousand Sons,1,,1,1,Cult of Duplicity,1,1,,,,0,6,0,6,47.00,96.17,0.00%,,,6,,,,,0.00,47.00,96.17,,0.00%,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Guilaume Botbol,Thousand Sons,1,,1,,Cult of Duplicity,1,1,,,,2,3,0,5,59.40,75.00,40.00%,,,5,,,,,,,,,40.00%,,No,,Battle for Survival,GT Pack,9th Open,14-Aug
Jimmy Pettersson,Thousand Sons,1,,1,1,Cult of Duplicity,1,1,,,,2,3,0,5,75.80,82.60,40.00%,,,5,,,,,0.40,75.80,82.60,,40.00%,,No,,Varberg GT,GT Pack,9th Open,28-Aug
Mark Perry,Thousand Sons,1,1,,1,Cult of Duplicity,1,1,,,,4,1,0,5,81.80,49.20,80.00%,,5,,,4,1,0,0.80,81.80,49.20,80.00%,80.00%,81.80,No,,Warzone: Giga-Bytes IV,GT Pack,9th Open,8-Aug
Patrick Woods,Thousand Sons,1,,1,1,Cult of Duplicity,1,1,,,,4,1,0,5,73.80,58.20,80.00%,,,5,,,,,0.80,73.80,58.20,,80.00%,,No,,Invasion GT,GT Pack,9th Open,12-Sep
Mark Perry,Thousand Sons,1,1,,1,Cult of Duplicity,1,1,,,,4,2,0,6,79.33,61.67,66.67%,,6,,,4,2,0,0.67,79.33,61.67,66.67%,66.67%,79.33,No,,Iron Halo,GT Pack,9th Open,26-Sep
Nicholas Hiatt,Thousand Sons,1,1,,1,Cult of Duplicity,1,1,,,,3,3,0,6,62.33,67.17,50.00%,,6,,,3,3,0,0.50,62.33,67.17,50.00%,50.00%,62.33,No,,Iron Halo,GT Pack,9th Open,26-Sep
Denis Becker,Thousand Sons,1,1,,1,Cult of Duplicity,1,1,Mono,,,1,4,0,5,50.60,69.00,20.00%,20.00%,5,,5,1,4,0,0.20,50.60,69.00,20.00%,20.00%,50.60,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Richard Gericke,Thousand Sons,1,1,,1,Cult of Duplicity,1,1,Mono,,,1,4,0,5,32.00,75.80,20.00%,20.00%,5,,5,1,4,0,0.20,32.00,75.80,20.00%,20.00%,32.00,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Matthew Scott,Thousand Sons,1,,1,,Cult of Magic,1,1,,,,1,4,0,5,46.00,62.40,20.00%,,,5,,,,,,,,,20.00%,,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Frank Howerton,Thousand Sons,1,,1,,Cult of Magic,1,1,,,,3,3,0,6,69.83,66.33,50.00%,,,6,,,,,,,,,50.00%,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Guilaume Botbol,Thousand Sons,1,1,,1,Cult of Magic,1,1,Mono,,,2,3,0,5,59.40,75.00,40.00%,40.00%,5,,5,2,3,0,0.40,59.40,75.00,40.00%,40.00%,59.40,No,,Battle for Survival,GT Pack,9th Open,14-Aug
Josh Kinder,Thousand Sons,1,,1,1,Cult of Magic,,,,,,3,2,0,5,70.20,67.00,60.00%,,,5,,,,,0.60,70.20,67.00,,,,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Rory Argent,Thousand Sons,1,,1,,Cult of Magic,1,1,,,,2,3,0,5,66.20,60.00,40.00%,,,5,,,,,,,,,40.00%,,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Nick Wenker,Thousand Sons,1,,1,1,Cult of Magic,1,1,,,,2,3,0,5,77.00,77.60,40.00%,,,5,,,,,0.40,77.00,77.60,,40.00%,,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Russell Tassin,Thousand Sons,1,,1,1,Cult of Magic,1,1,,,,1,3,1,5,70.00,78.20,30.00%,,,5,,,,,0.30,70.00,78.20,,30.00%,,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Joseph Hancock,Thousand Sons,1,,1,1,Cult of Magic,1,1,,,,1,4,0,5,38.60,59.80,20.00%,,,5,,,,,0.20,38.60,59.80,,20.00%,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Nick Moran,Thousand Sons,1,,1,1,Cult of Magic,1,1,,,,2,3,0,5,73.20,67.40,40.00%,,,5,,,,,0.40,73.20,67.40,,40.00%,,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Alessandro Liessem,Thousand Sons,1,,1,1,Cult of Magic,1,1,,,,3,2,0,5,60.80,62.80,60.00%,,,5,,,,,0.60,60.80,62.80,,60.00%,,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Florian Heinisch,Thousand Sons,1,1,,1,Cult of Magic,1,1,Mono,,,1,4,0,5,60.80,67.60,20.00%,20.00%,5,,5,1,4,0,0.20,60.80,67.60,20.00%,20.00%,60.80,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Thorsten Mehl,Thousand Sons,1,,1,1,Cult of Magic,1,1,,,,1,4,0,5,44.60,67.40,20.00%,,,5,,,,,0.20,44.60,67.40,,20.00%,,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Callan Hutchinson,Drukhari,1,,1,1,Cult of the Red Grief,1,1,,,,2,3,0,5,41.20,57.00,40.00%,,,5,,,,,0.40,41.20,57.00,,40.00%,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Will Anderson,Drukhari,1,,1,,Cult of the Red Grief,1,1,,,,3,2,0,5,69.00,54.40,60.00%,,,5,,,,,,,,,60.00%,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Jayath Vidanage,Thousand Sons,1,,1,1,Cult of Time,1,1,,,,3,2,0,5,67.80,58.20,60.00%,,,5,,,,,0.60,67.80,58.20,,60.00%,,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Matthew Scott,Thousand Sons,1,1,,1,Cult of Time,1,1,Mono,,,1,4,0,5,46.00,62.40,20.00%,20.00%,5,,5,1,4,0,0.20,46.00,62.40,20.00%,20.00%,46.00,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Tim Salinger,Thousand Sons,1,1,,1,Cult of Time,1,1,Mono,,,2,3,0,5,35.20,59.00,40.00%,40.00%,5,,5,2,3,0,0.40,35.20,59.00,40.00%,40.00%,35.20,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Jonathan Levart,Thousand Sons,1,1,,1,Cult of Time,1,1,,,,3,2,0,5,9.80,10.20,60.00%,,5,,,3,2,0,0.60,9.80,10.20,60.00%,60.00%,9.80,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Gabe DellOlio,Drukhari,1,,1,,Custom Coven,1,1,,Masters of Mutagens,Dark Technomancers,4,1,0,5,75.00,50.00,80.00%,,,5,,,,,,,,,80.00%,,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Gabe DellOlio,Drukhari,1,,1,,Custom Coven,1,,,Masters of Mutagens,Dark Technomancers,4,1,0,5,75.00,50.00,80.00%,,,5,,,,,,,,,,,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Cody Jiru,Drukhari,1,,1,,Custom Coven,1,1,,Dark Technomancers,Masters of Mutagens,4,2,0,6,79.67,50.67,66.67%,,,6,,,,,,,,,66.67%,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Stewart Reed,Drukhari,1,,1,,Custom Coven,1,1,,Artists of Flesh,,3,3,0,6,70.00,73.67,50.00%,,,6,,,,,,,,,50.00%,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Henry Bearne,Drukhari,1,,1,,Custom Coven,1,1,,Master of Mutagens,Dark Technomancers,1,4,0,5,54.60,87.00,20.00%,,,5,,,,,,,,,20.00%,,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Callan Hutchinson,Drukhari,1,,1,1,Custom Coven,1,1,,Dark Technomancers,Experimental Creations,2,3,0,5,41.20,57.00,40.00%,,,5,,,,,0.40,41.20,57.00,,40.00%,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Jack Lavercombe,Drukhari,1,1,,1,Custom Coven,1,1,,Artists of Flesh,,4,1,0,5,62.40,46.60,80.00%,,5,,,4,1,0,0.80,62.40,46.60,80.00%,80.00%,62.40,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Marcus Bjering,Drukhari,1,,1,,Custom Coven,1,1,,Dark Technomancers,Experimental Creations,1,2,2,5,9.00,11.00,40.00%,,,5,,,,,,,,,40.00%,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Constantin Schmucker,Drukhari,1,,1,,Custom Coven,1,1,,Dark Technomancers,Masters of Mutagens,3,2,0,5,64.80,56.20,60.00%,,,5,,,,,,,,,60.00%,,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Henning Abt,Drukhari,1,1,,1,Custom Coven,1,1,Mono,Dark Technomancers,Obsessive Collectors,3,2,0,5,51.00,72.00,60.00%,60.00%,5,,5,3,2,0,0.60,51.00,72.00,60.00%,60.00%,51.00,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Allan Cross,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,Headstrong,Expert Crafters,2,4,0,6,64.83,82.33,33.33%,33.33%,6,,6,2,4,0,0.33,64.83,82.33,33.33%,33.33%,64.83,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
David Bannister,Asuryani,1,,1,1,Custom Craftworld,1,1,,Expert Crafters,Hail of Doom,2,4,0,6,63.83,69.67,33.33%,,,6,,,,,0.33,63.83,69.67,,33.33%,,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
John Partridge,Asuryani,1,,1,1,Custom Craftworld,1,1,,Hunters of Ancient Relics,Expert Crafters,3,3,0,6,70.00,69.33,50.00%,,,6,,,,,0.50,70.00,69.33,,50.00%,,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Mark Caruana,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,Expert Crafters,Masters of Concealment,2,3,0,5,63.80,58.20,40.00%,40.00%,5,,5,2,3,0,0.40,63.80,58.20,40.00%,40.00%,63.80,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Aaron Scherer,Asuryani,1,1,,1,Custom Craftworld,1,1,,Expert Crafters,Masterful Shots,3,3,0,6,58.83,77.17,50.00%,,6,,,3,3,0,0.50,58.83,77.17,50.00%,50.00%,58.83,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
James Kelling,Asuryani,1,1,,1,Custom Craftworld,1,1,,Expert Crafters,Masterful Shots,3,3,0,6,80.67,62.17,50.00%,,6,,,3,3,0,0.50,80.67,62.17,50.00%,50.00%,80.67,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Jesse Pinick,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,Expert Crafters,Warding Runes,2,4,0,6,69.50,87.33,33.33%,33.33%,6,,6,2,4,0,0.33,69.50,87.33,33.33%,33.33%,69.50,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Brad Weir,Asuryani,1,,1,1,Custom Craftworld,1,1,,Hunter of Ancient Relics,Masters of Concealment,2,3,0,5,67.00,57.20,40.00%,,,5,,,,,0.40,67.00,57.20,,40.00%,,No,,Warzone: Giga-Bytes IV,GT Pack,9th Open,8-Aug
Shelby Hall,Asuryani,1,,1,1,Custom Craftworld,1,1,,Expert Crafters,Masterful Shots,2,3,0,5,49.80,67.00,40.00%,,,5,,,,,0.40,49.80,67.00,,40.00%,,No,,Warzone: Giga-Bytes IV,GT Pack,9th Open,8-Aug
Matt Schuchman,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,Masterful Shots,Children of Prophecy,1,1,0,2,51.00,51.00,50.00%,50.00%,2,,2,1,1,0,0.50,51.00,51.00,50.00%,50.00%,51.00,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Bjorn Havar Falck-Andersen,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,Expert Crafters,Masterful Shots,2,3,0,5,68.00,85.20,40.00%,40.00%,5,,5,2,3,0,0.40,68.00,85.20,40.00%,40.00%,68.00,No,,Invasion GT,GT Pack,9th Open,12-Sep
Bjorn Havar Falck-Andersen,Asuryani,1,,1,,Custom Craftworld,1,,,Expert Crafters,Hunters of Ancient Relics,2,3,0,5,68.00,85.20,40.00%,,,5,,,,,,,,,,,No,,Invasion GT,GT Pack,9th Open,12-Sep
Torstein Bjorgo,Asuryani,1,1,,1,Custom Craftworld,1,1,mono,Expert Crafters,Masters of Concealment,1,4,0,5,61.40,73.00,20.00%,20.00%,5,,5,1,4,0,0.20,61.40,73.00,20.00%,20.00%,61.40,No,,Invasion GT,GT Pack,9th Open,12-Sep
Braydon Robinson,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,Expert Crafters,Masterful Shots,0,5,0,5,49.60,90.60,0.00%,0.00%,5,,5,0,5,0,0.00,49.60,90.60,0.00%,0.00%,49.60,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Chris Robinson,Asuryani,1,,1,1,Custom Craftworld,1,1,,Expert Crafters,Masterful Shots,2,3,0,5,57.80,53.20,40.00%,,,5,,,,,0.40,57.80,53.20,,40.00%,,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Michael Mientjes,Asuryani,1,,1,1,Custom Craftworld,1,1,,Expert Crafters,Masters of Concealment,3,2,0,5,73.80,67.80,60.00%,,,5,,,,,0.60,73.80,67.80,,60.00%,,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Cullen Burns,Asuryani,1,1,,1,Custom Craftworld,1,1,,Expert Crafters,Masters of Concealment,4,2,0,6,78.83,70.83,66.67%,,6,,,4,2,0,0.67,78.83,70.83,66.67%,66.67%,78.83,No,,Iron Halo,GT Pack,9th Open,26-Sep
James Kelling,Asuryani,1,1,,1,Custom Craftworld,1,1,,Expert Crafters,Masterful Shots,4,2,0,6,71.17,66.50,66.67%,,6,,,4,2,0,0.67,71.17,66.50,66.67%,66.67%,71.17,No,,Iron Halo,GT Pack,9th Open,26-Sep
Peyton Preece,Asuryani,1,,1,1,Custom Craftworld,1,1,,Hunters of Ancient Relics,Savage Blades,4,2,0,6,61.50,62.00,66.67%,,,6,,,,,0.67,61.50,62.00,,66.67%,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Gaz Jones,Asuryani,1,,1,1,Custom Craftworld,1,1,,Expert Crafters,Masterful Shots,2,3,0,5,60.20,85.00,40.00%,,,5,,,,,0.40,60.20,85.00,,40.00%,,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Malik Amin Rubio,Asuryani,1,,1,1,Custom Craftworld,1,1,,Hail of Doom,Superior Shurikens,5,0,0,5,94.00,50.00,100.00%,,,5,,,,,1.00,94.00,50.00,,100.00%,,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Steffen Holm,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,superior shurikens,wrath of the dead,0,5,0,5,41.40,78.80,0.00%,0.00%,5,,5,0,5,0,0.00,41.40,78.80,0.00%,0.00%,41.40,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Steffen Holm,Asuryani,1,,1,,Custom Craftworld,1,,,superior shurikens,wrath of the dead,0,5,0,5,41.40,78.80,0.00%,,,5,,,,,,,,,,,No,,Red Rock Exterminatus,GT Pack,9th Open,26-Sep
Tyler Parker,Asuryani,1,1,,1,Custom Craftworld,1,1,mono,Diviners of Fate,Expert Crafters,3,2,0,5,73.40,70.60,60.00%,60.00%,5,,5,3,2,0,0.60,73.40,70.60,60.00%,60.00%,73.40,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Jack Lavercombe,Asuryani,1,,1,1,Custom Craftworld,1,1,,Expert Crafters,Wrath of the Dead,4,1,0,5,62.40,46.60,80.00%,,,5,,,,,0.80,62.40,46.60,,80.00%,,No,,NSW Iron Man,GT Pack,9th Open,26-Sep
Joakim Landell,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,Expert Crafters,Masters of Concealment,1,4,0,5,6.20,13.80,20.00%,20.00%,5,,5,1,4,0,0.20,6.20,13.80,20.00%,20.00%,6.20,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Joakim Landell,Asuryani,1,,1,,Custom Craftworld,1,,,Expert Crafters,Masters of Concealment,1,4,0,5,6.20,13.80,20.00%,,,5,,,,,,,,,,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
pontus boström,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,Expert Crafters,Masters of Concealment,1,3,1,5,7.80,12.20,30.00%,30.00%,5,,5,1,3,1,0.30,7.80,12.20,30.00%,30.00%,7.80,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
pontus boström,Asuryani,1,,1,,Custom Craftworld,1,,,,,1,3,1,5,7.80,12.20,30.00%,,,5,,,,,,,,,,,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Viktor Forsberg,Asuryani,1,1,,1,Custom Craftworld,1,1,Mono,Expert Crafters,Masters of Concealment,1,3,1,5,9.00,11.00,30.00%,30.00%,5,,5,1,3,1,0.30,9.00,11.00,30.00%,30.00%,9.00,No,,Fantasia Fanatic XXXVIII,WTC Scoring,9th Open,3-Oct
Chris Campbell,Genestealer Cults,1,,1,1,Custom Creed,1,1,,Armour-Piercing Ammunition,Workers Arisen,2,2,0,4,57.00,61.50,50.00%,,,4,,,,,0.50,57.00,61.50,,50.00%,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Spencer Curtin,Genestealer Cults,1,1,,1,Custom Creed,1,1,mono,Grandsires Gifts,Bloodcoven,1,3,0,4,75.50,81.50,25.00%,25.00%,4,,4,1,3,0,0.25,75.50,81.50,25.00%,25.00%,75.50,No,,Iron Halo,GT Pack,9th Open,26-Sep
Stewart Reed,Drukhari,1,1,,1,Custom Cult,1,1,Mono,Acrobatic Display,,3,3,0,6,70.00,73.67,50.00%,50.00%,6,,6,3,3,0,0.50,70.00,73.67,50.00%,50.00%,70.00,No,,Iron Halo,GT Pack,9th Open,26-Sep
Eirik Kiil,Cult Mechanicus,1,1,,1,Custom Forgeworld,1,1,Mono,Data-Hoard,Trans-Node Power Cores,4,1,0,5,84.60,50.20,80.00%,80.00%,5,,5,4,1,0,0.80,84.60,50.20,80.00%,80.00%,84.60,No,,Invasion GT,GT Pack,9th Open,12-Sep
Joshua McGowan,Cult Mechanicus,1,1,,1,Custom Forgeworld,1,1,Mono,Magnabond Alloys,Trans-Node Power Cores,4,1,0,5,83.20,61.00,80.00%,80.00%,5,,5,4,1,0,0.80,83.20,61.00,80.00%,80.00%,83.20,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Wayne Envis,Cult Mechanicus,1,1,,1,Custom Forgeworld,1,1,Mono,Magnabond Alloys,Trans-Node Power Cores,2,3,0,5,74.00,68.80,40.00%,40.00%,5,,5,2,3,0,0.40,74.00,68.80,40.00%,40.00%,74.00,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Philipp Wolf,Cult Mechanicus,1,1,,1,Custom Forgeworld,1,1,Mono,Trans-node Power Cores,,4,0,1,5,84.20,32.80,90.00%,90.00%,5,,5,4,0,1,0.90,84.20,32.80,90.00%,90.00%,84.20,No,,Hanseatic Open,GT Pack,9th Open,3-Oct
Larry Oliver,Tyranids,1,1,,1,Custom Hive Fleet,1,1,Mono,Membranous Mobility,Metamorphic Regrowth,1,2,0,3,50.00,73.00,33.33%,33.33%,3,,3,1,2,0,0.33,50.00,73.00,33.33%,33.33%,50.00,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Larry Oliver,Tyranids,1,,1,,Custom Hive Fleet,1,,,Membranous Mobility,Metamorphic Regrowth,1,2,0,3,50.00,73.00,33.33%,,,3,,,,,,,,,,,No,,YHP Labor Day GT,GT Pack,9th Open,5-Sep
Erik Lathouras,Tyranids,1,1,,1,Custom Hive Fleet,1,1,,Adaptive Exoskeleton,Shrewd Predators,4,1,0,5,86.00,62.40,80.00%,,5,,,4,1,0,0.80,86.00,62.40,80.00%,80.00%,86.00,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Erik Lathouras,Tyranids,1,,1,,Custom Hive Fleet,1,,,Adaptive Exoskeleton,Shrewd Predators,4,1,0,5,86.00,62.40,80.00%,,,5,,,,,,,,,,,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Myles Branaum,Tyranids,1,1,,1,Custom Hive Fleet,1,1,Mono,Membranous Mobility,Metamorphic Regrowth,2,3,0,5,76.40,68.40,40.00%,40.00%,5,,5,2,3,0,0.40,76.40,68.40,40.00%,40.00%,76.40,No,,San Antonio Shootout,GT Pack,9th Open,26-Sep
Chris Appleby,Renegade Knights,1,1,,1,Custom House,1,1,Mono,Abominable Constitution,Pride Fuelled Fury,4,1,0,5,69.20,49.40,80.00%,80.00%,5,,5,4,1,0,0.80,69.20,49.40,80.00%,80.00%,69.20,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Steve Karapetis,Renegade Knights,1,1,,1,Custom House,1,1,Mono,Warp Vision,,4,1,0,5,68.80,52.80,80.00%,80.00%,5,,5,4,1,0,0.80,68.80,52.80,80.00%,80.00%,68.80,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Nicholas Hiatt,Renegade Knights,1,,1,1,Custom House,1,1,,Harrying Packs,Infamous Heredity,3,3,0,6,73.50,66.67,50.00%,,,6,,,,,0.50,73.50,66.67,,50.00%,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Russell Rose,Renegade Knights,1,1,,1,Custom House,1,1,,Abominable Constitution,Bold Tyrants,4,2,0,6,61.00,53.83,66.67%,,6,,,4,2,0,0.67,61.00,53.83,66.67%,66.67%,61.00,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Jonathan Webb,Renegade Knights,1,,1,1,Custom House,1,1,,Endless Torment,,1,4,0,5,51.80,74.20,20.00%,,,5,,,,,0.20,51.80,74.20,,20.00%,,No,,Brisbane GT,GT Pack,9th Open,19-Sep
Cody Lindberg,Renegade Knights,1,1,,1,Custom House,1,1,Mono,Abominable Constitution,Pride-Fuelled Fury,3,3,0,6,64.67,67.67,50.00%,50.00%,6,,6,3,3,0,0.50,64.67,67.67,50.00%,50.00%,64.67,No,,Iron Halo,GT Pack,9th Open,26-Sep
Cy Roark,Renegade Knights,1,1,,1,Custom House,1,1,mono,Infamous Heredity,Pinpoint Cruelty,2,4,0,6,57.17,80.17,33.33%,33.33%,6,,6,2,4,0,0.33,57.17,80.17,33.33%,33.33%,57.17,No,,Iron Halo,GT Pack,9th Open,26-Sep
Russell Rose,Renegade Knights,1,,1,1,Custom House,1,1,,Abominable Constitution,Pride-Fuelled Fury,1,5,0,6,43.83,71.00,16.67%,,,6,,,,,0.17,43.83,71.00,,16.67%,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Russell Rose,Renegade Knights,1,,1,,Custom House,1,,,Abominable Constitution,Pride-Fuelled Fury,1,5,0,6,43.83,71.00,16.67%,,,6,,,,,,,,,,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Tyler Devries,Imperial Knights,1,,1,1,Custom House,1,1,,Blessed Arms,Hounds of War,2,4,0,6,63.00,69.33,33.33%,,,6,,,,,0.33,63.00,69.33,,33.33%,,No,,Iron Halo,GT Pack,9th Open,26-Sep
Matthew Judge,Imperial Knights,1,1,,1,Custom House,1,1,Mono,Steel-Sinewed Aim,Hounds of War,3,2,0,5,83.20,65.40,60.00%,60.00%,5,,5,3,2,0,0.60,83.20,65.40,60.00%,60.00%,83.20,No,,Stay Safe and Play GT,GT Pack,9th Open,26-Sep
Bryce Clark,Renegade Knights,1,1,,1,Custom House,1,1,,Endless Torment,,3,2,0,5,71.60,70.40,60.00%,,5,,,3,2,0,0.60,71.60,70.40,60.00%,60.00%,71.60,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
David Fields,Renegade Knights,1,1,,1,Custom House,1,1,,Enlightened Idolators,,3,2,0,5,75.60,62.40,60.00%,,5,,,3,2,0,0.60,75.60,62.40,60.00%,60.00%,75.60,No,,Octoberfest 2020,GT Pack,9th Open,3-Oct
Gareth Chambers,Astra Militarum,1,1,,1,Custom Regiment,1,1,Mono,Gunnery Experts,Spotter Details,3,3,0,6,71.00,71.67,50.00%,50.00%,6,,6,3,3,0,0.50,71.00,71.67,50.00%,50.00%,71.00,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Rob Campion,Astra Militarum,1,1,,1,Custom Regiment,1,1,Mono,Gunnery Experts,Jury-Rigged Repairs,3,3,0,6,62.83,72.83,50.00%,50.00%,6,,6,3,3,0,0.50,62.83,72.83,50.00%,50.00%,62.83,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Rob Campion,Astra Militarum,1,,1,,Custom Regiment,1,,,Gunnery Experts,Jury-Rigged Repairs,3,3,0,6,62.83,72.83,50.00%,,,6,,,,,,,,,,,No,,Vanguard Tactics GS,GT Pack,9th Open,1-Aug
Keiryn Lee Magazin,Astra Militarum,1,1,,1,Custom Regiment,1,1,,Gunnery Experts,Jury-Rigged Repairs,3,2,0,5,69.00,68.00,60.00%,,5,,,3,2,0,0.60,69.00,68.00,60.00%,60.00%,69.00,No,,Adelaide GT,GT Pack,9th Open,1-Aug
Alex Bade,Astra Militarum,1,1,,1,Custom Regiment,1,1,Mono,Jury-Rigged Repairs,Spotter Details,1,5,0,6,50.17,72.00,16.67%,16.67%,6,,6,1,5,0,0.17,50.17,72.00,16.67%,16.67%,50.17,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Dave Danuser,Astra Militarum,1,1,,1,Custom Regiment,1,1,Mono,Gunnery Experts,Jury-Rigged Repairs,2,4,0,6,69.67,71.83,33.33%,33.33%,6,,6,2,4,0,0.33,69.67,71.83,33.33%,33.33%,69.67,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Dave Danuser,Astra Militarum,1,,1,,Custom Regiment,1,,,Gunnery Experts,Jury-Rigged Repairs,2,4,0,6,69.67,71.83,33.33%,,,6,,,,,,,,,,,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Marcus Guerra,Astra Militarum,1,1,,1,Custom Regiment,1,1,,Gunnery Experts,Spotter Details,2,4,0,6,70.33,72.00,33.33%,,6,,,2,4,0,0.33,70.33,72.00,33.33%,33.33%,70.33,No,,Flying Monkey Con,GT Pack,9th Open,14-Aug
Henrik Stjernberger,Astra Militarum,1,1,,1,Custom Regiment,1,1,,Gunnery Experts,Spotter Details,2,3,0,5,59.60,61.20,40.00%,,5,,,2,3,0,0.40,59.60,61.20,40.00%,40.00%,59.60,No,,Varberg GT,GT Pack,9th Open,28-Aug
